Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
5770258,KBM SYSTEMS LIMITED,active,"EASTON, Sinclair Edward George Chocqueel",director,Director,05/04/2006,English,England
2917687,KENTON ELECTRONICS LIMITED,active,"PRICE, Anne",secretary,N/A,20/11/2017,N/A,N/A
2917687,KENTON ELECTRONICS LIMITED,active,"PRICE, John Kenton",director,Company Director,11/04/1994,British,United Kingdom
9934261,KERR ACOUSTIC LTD,active,"KERR, Jes",director,Audio Engineer,04/01/2016,British,England
1704688,KEYGLORY LIMITED,active,"MANGNALL, Allan",secretary,N/A,03/04/1995,British,N/A
1704688,KEYGLORY LIMITED,active,"MANGNALL, David Allan",director,Musician,,British,England
SC657007,KIAN MCEVOY LIMITED,active,"MCEVOY, Kian",director,Designer,10/03/2020,British,Scotland
15495561,KIBU LIMITED,active,"BARNARD, Joanne Lindsay",director,Managing Director,12/03/2024,British,England
15495561,KIBU LIMITED,active,"BEANEY, Samuel Matthew",director,Chief Executive,31/05/2024,British,England
15495561,KIBU LIMITED,active,"MCLOUGHLIN-GREENING, Milo Jack",director,Co-Founder,12/03/2024,British,England
15495561,KIBU LIMITED,active,"VAISSIERES, Julien Roger Yvon",director,Director,16/02/2024,French,England
5135749,KIC FM LIMITED,active,"SMITH, Robert",secretary,N/A,24/05/2004,British,N/A
5135749,KIC FM LIMITED,active,"SMITH, Robert",director,Company Director,22/06/2012,British,England
7975167,KINETIK LABS LIMITED,active,"TICKLE, Stuart David",director,Marketing Director,05/03/2012,British,United Kingdom
7517352,KINO-MO LTD,active,"CHYKEYUK, Kiryl",director,Shareholder Of Kino-Mo Ltd,28/02/2015,British,England
7517352,KINO-MO LTD,active,"DZIAMIDAVA, Ala",director,Director,20/04/2022,American,United States
7517352,KINO-MO LTD,active,"KISELEVA, Olga",director,Entrepreneur,28/02/2015,Russian,United Kingdom
7517352,KINO-MO LTD,active,"PRIMAT, Harold",director,Company Director,11/01/2022,French,Switzerland
7517352,KINO-MO LTD,active,"STAVENKA, Artsiom",director,Director,07/02/2012,British,England
10544113,KIT CAR ELECTRONICS LIMITED,active,"ROWLAND, Liane Julie",director,"Development, Manufacture, Sales",03/01/2017,British,England
10544113,KIT CAR ELECTRONICS LIMITED,active,"ROWLAND, Michael",director,Engineer,01/04/2020,British,England
9825215,KLOUDPAD HOLDINGS LIMITED,active,"JAYARAJ SHIKKY, Abbishek",secretary,N/A,15/10/2015,N/A,N/A
9825215,KLOUDPAD HOLDINGS LIMITED,active,"JAYARAJ SHIKKY, Abbishek",director,Consultant,15/10/2015,Indian,United Kingdom
9825215,KLOUDPAD HOLDINGS LIMITED,active,"JAYARAJ SHIKKY, Aromal",director,Technology Consultant,15/10/2015,Indian,United Kingdom
6472378,KNIGHT AUDIO TECHNOLOGIES LIMITED,active,"HARRINGTON, Shirley",secretary,N/A,29/10/2010,British,N/A
6472378,KNIGHT AUDIO TECHNOLOGIES LIMITED,active,"HARRINGTON, Shirley",director,None,29/10/2010,British,England
6472378,KNIGHT AUDIO TECHNOLOGIES LIMITED,active,"KNIGHT, Nigel Peter",director,Technical Director,14/01/2008,British,England
5200584,KNOXED LIMITED,active,"MOTIANI, Salash",secretary,N/A,10/02/2012,N/A,N/A
5200584,KNOXED LIMITED,active,"MOTIANI, Salash",director,Entrepreneur,10/02/2012,English,England
5200584,KNOXED LIMITED,active,NASHA HOLDINGS LIMITED,corporate-director,N/A,19/09/2018,N/A,N/A
10690492,KOMPTON LIMITED,active,"WHITELEY, Jon David",director,Engineer,25/03/2017,New Zealander,England
6269679,KUDOS AUDIO LIMITED,active,"GILLIGAN, Derek Edwin",director,Director,05/06/2007,British,England
12547150,LABYRINTH DRIVES LTD,active,"FOX, Christopher Wilhelm",secretary,N/A,15/03/2024,N/A,N/A
12547150,LABYRINTH DRIVES LTD,active,"CHOJKOWSKI, Michal",director,Director,27/12/2022,Polish,Poland
12547150,LABYRINTH DRIVES LTD,active,"CZYZ, Krzysztof",director,Director,06/04/2020,Polish,Poland
12547150,LABYRINTH DRIVES LTD,active,"PLAZA, Krzysztof",director,Director,06/04/2020,Polish,Poland
6816038,LASER IMAGE SOLUTIONS LTD,active,"SRITHASAN, Gowriambal",secretary,N/A,11/02/2009,British,N/A
6816038,LASER IMAGE SOLUTIONS LTD,active,"SRITHASAN, Thambirajah Thangam",director,Director,11/02/2009,British,United Kingdom
13334150,LATEFOSS LTD,active,"KIM, Woo Suk",director,Mechanical Engineer,14/04/2021,British,England
13334150,LATEFOSS LTD,active,"OH, Seung Min",director,Banker,14/04/2021,South Korean,England
11250249,LATSEN TECHNOLOGY LTD,active,"WU, Fan",director,Director,12/03/2018,Chinese,England
7630628,LAZY J PROJECTS LTD,active,"GRAEFINGHOFF, Volker",director,Audio Engineer,11/05/2011,German,England
7630628,LAZY J PROJECTS LTD,active,"MANN, Elizabeth Vivien",director,Administrator,23/04/2017,British,England
7630628,LAZY J PROJECTS LTD,active,"STEADMAN, Ian James",director,Consultant,11/05/2011,British,England
14630340,LED MASTER LIMITED,active,"MERDER, Grzegorz Marcin",director,Director,01/02/2023,Polish,England
4610607,LEDPRO LIGHTING LIMITED,active,"KERBY, Peter",director,Company Director,10/12/2002,English,England
8881678,LEEMA ELECTRO ACOUSTICS LIMITED,active,"HOPWOOD, Craig Adrian",director,Managing Director,24/02/2014,British,United Kingdom
8881678,LEEMA ELECTRO ACOUSTICS LIMITED,active,"MOSSE, Nia",director,Managing Director,07/02/2014,British,United Kingdom
8881678,LEEMA ELECTRO ACOUSTICS LIMITED,active,"NEAL, Michael Desmond",director,Director,01/10/2021,British,England
4078036,LEICESTER SURVEILLANCE LIMITED,active,"BHARAKHADA, Jayesh",secretary,N/A,26/09/2000,British,N/A
4078036,LEICESTER SURVEILLANCE LIMITED,active,"BHARAKHADA, Umesh",director,Electronics Engineer,26/09/2000,British,United Kingdom
11986958,LEOPARD TECHNOLOGY LTD,active,"MI, Jia",director,Manager,09/05/2019,Chinese,England
11986958,LEOPARD TECHNOLOGY LTD,active,"WENG, Daiyue, Dr.",director,Technical Director,17/09/2024,Chinese,England
11986958,LEOPARD TECHNOLOGY LTD,active,"XIE, Hansheng",director,Non-Executive Director,13/09/2021,Chinese,Germany
SC435538,LHSG LTD,active,"JAMIESON, Thomas William Wylie",director,Retired,01/03/2019,Scottish,United Kingdom
SC435538,LHSG LTD,active,"JAMIESON, Thomas Stuart",director,Director,26/10/2012,British,Scotland
14722578,LIBERATED EMBEDDED SYSTEMS LTD,active,"EVA, Jacob Owen, Mr.",director,Engineer,10/03/2023,British,Wales
12911216,LIFECYCLE DESIGNS LIMITED,active,"HOUGHTON, Julian Richard",director,Engineer,28/09/2020,South African,South Africa
12911216,LIFECYCLE DESIGNS LIMITED,active,"SCULLEY, Caroline Amanda",director,Operations Manager,28/09/2020,British,South Africa
2829557,LIFESCIENCE PRODUCTS LIMITED,active,"SECCOMBE, Jonathan Lawrence",secretary,N/A,03/11/1995,British,N/A
2829557,LIFESCIENCE PRODUCTS LIMITED,active,"SECCOMBE, Jonathan Lawrence",director,Accountant,28/07/1994,British,England
2829557,LIFESCIENCE PRODUCTS LIMITED,active,"SECCOMBE, Petronella Jane",director,Consultant,07/12/1998,British,England
15463392,LIFSENSE LTD,active,"SUDHAKARAN, Vaisakh",director,Director,03/02/2024,Indian,England
10745356,LIGHTBUG LTD,active,"ALAHMAR, Wael",director,Company Director,21/11/2017,Syrian,England
10745356,LIGHTBUG LTD,active,"GUEST, Christopher",director,Managing Director,28/04/2017,British,England
10745356,LIGHTBUG LTD,active,"GUEST, David",director,Technical Director,01/08/2024,British,England
SC052366,LINN PRODUCTS LIMITED,active,"OWENS, Anthony",secretary,N/A,01/02/2007,British,N/A
SC052366,LINN PRODUCTS LIMITED,active,"MARWICK, Clyde John",director,Hr Director,01/06/2025,South African,Scotland
SC052366,LINN PRODUCTS LIMITED,active,"MCDERMID, Craig John",director,Director,10/09/2019,British,Scotland
SC052366,LINN PRODUCTS LIMITED,active,"OWENS, Anthony",director,Finance Director,07/05/2007,British,Scotland
SC052366,LINN PRODUCTS LIMITED,active,"TIEFENBRUN, Gilad Samuel",director,Managing Director,01/11/2004,British,Scotland
SC052366,LINN PRODUCTS LIMITED,active,"TIEFENBRUN, Ivor Sigmund",director,Company Director,,British,United Kingdom
SC052366,LINN PRODUCTS LIMITED,active,"TIEFENBRUN, Natan Elazar",director,Stockbroker,01/11/2004,British,United Kingdom
SC052366,LINN PRODUCTS LIMITED,active,"WYSE, Sarah Elizabeth",director,Company Director,17/02/2022,British,United Kingdom
8786498,LITTLE FISH SOLUTIONS LTD,active,"BROWN, Stephen Paul",director,Software Engineer,22/11/2013,English,England
8786498,LITTLE FISH SOLUTIONS LTD,active,"BROWN, Yu Lee Chieng",director,Software Engineer,16/08/2019,British,England
9223827,LIVE REEF LIMITED,active,"WULFF, David James",director,Director,18/09/2014,British,England
9345044,LIVERMORIUM LIMITED,active,EDWIN COE SECRETARIES LIMITED,corporate-secretary,N/A,11/01/2019,N/A,N/A
9345044,LIVERMORIUM LIMITED,active,"CHANG, Lu Kuei, Mr.",director,Director,05/04/2018,Taiwanese,Taiwan
9345044,LIVERMORIUM LIMITED,active,"CHEN, Liangchen",director,Product Manager,01/03/2017,British,England
9345044,LIVERMORIUM LIMITED,active,"LI, Ce, Mr.",director,Director Of Supply Chain,07/12/2018,Chinese,England
9345044,LIVERMORIUM LIMITED,active,"LI MOW CHING, Adrian Chen Kee",director,Business Owner,11/01/2019,British,England
5303785,LM TECHNOLOGIES LIMITED,active,"SARAS-VICTORIA, Penelope Alexina",director,Chief Executive Officer,10/09/2019,British,England
13478822,LOCKSTATE LIMITED,active,"SINGH, Gurjaspal",director,Project Manager,25/06/2021,British,England
12542985,LOGARHYTHM LTD,active,"BALAZOVA, Zuzana",director,Electronic Engineer,01/06/2021,Slovak,United Kingdom
12542985,LOGARHYTHM LTD,active,"CROSS, Matthew Robert",director,Engineer,01/04/2020,British,England
14469997,LON:H LTD,active,"POLONCHUK, Mariia",director,Director,08/11/2022,Ukrainian,England
8666836,LONDON MANUFACTURING LIMITED,active,"CLARK, Jason Brian",director,None,28/08/2013,British,England
8666836,LONDON MANUFACTURING LIMITED,active,"DAVIS, Adam Philip Heath",director,Director,28/08/2013,British,England
15387986,LOOFT UK LIMITED,active,OAKWOOD CORPORATE SECRETARY LIMITED,corporate-secretary,N/A,04/01/2024,N/A,N/A
15387986,LOOFT UK LIMITED,active,"LOOFT, Karl Richard Vincent",director,None,04/01/2024,Swedish,Sweden
15387986,LOOFT UK LIMITED,active,LOOFT INDUSTRIES AB,corporate-director,N/A,04/01/2024,N/A,N/A
SC639337,LOOPEREYE LTD,active,"KARAGIANNAKIS, Phil",director,Engineer,20/08/2019,German,Scotland
SC639337,LOOPEREYE LTD,active,"SALOMON, Francisco",director,Engineer,20/08/2019,Argentine,Scotland
11905959,LOOPYLOOMSCUSTOMCABLES LIMITED,active,"LAWTON, James William",director,Company Director,26/03/2019,British,United Kingdom
2895873,LOTEK UK LTD,active,"LOTIMER, David",secretary,N/A,19/06/2019,N/A,N/A
2895873,LOTEK UK LTD,active,"CRESSWELL, Brian Herbert",director,Director,01/09/2012,British,United Kingdom
2895873,LOTEK UK LTD,active,"LOTIMER, David",director,Chief Executive,21/09/2022,Canadian,Canada
14705103,LOTTIE J MUSIC LTD,active,"JENKINS, Charlotte Mai",director,Entertainer,03/03/2023,British,United Kingdom
1518084,LOUDSPEAKER TECHNOLOGY LIMITED,active,"POLLEY, Robert David",director,Director,01/09/1999,British,United Kingdom
1518084,LOUDSPEAKER TECHNOLOGY LIMITED,active,"WOODMAN, Leanne Jayne",director,Director,31/07/2023,British,United Kingdom
1518084,LOUDSPEAKER TECHNOLOGY LIMITED,active,"WOODMAN, William John",director,Managing Director,10/09/2015,British,United Kingdom
13987437,LOURDES LIFECARE LTD,active,"GORMAN, Darrell Patricia",director,Director,01/09/2023,British,England
13987437,LOURDES LIFECARE LTD,active,"PAUL VINCENT, Joseph Alfred",director,Managing Director,18/03/2022,Indian,England
3124910,LOWTHER LOUDSPEAKER SYSTEMS LIMITED,active,"THORNTON, Martin William",director,Company Director,01/10/2018,English,England
6244660,LS ENGINEERING SERVICES LIMITED,active,"FROSTICK, Steven Mark",secretary,Director,11/05/2007,British,N/A
6244660,LS ENGINEERING SERVICES LIMITED,active,"FROSTICK, Steven Mark",director,Director,11/05/2007,British,England
6244660,LS ENGINEERING SERVICES LIMITED,active,"GARRETT, Marcus",director,Sales & Service Director,01/04/2022,British,Scotland
10915175,LUMEN DIGITAL LTD.,active,"HARRAWAY, Benjamin James",director,Director,14/08/2017,British,United Kingdom
11980226,LUNAR ARTEFACTS LIMITED,active,"FENG, Da",director,Design Engineer,07/05/2019,British,United Kingdom
11980226,LUNAR ARTEFACTS LIMITED,active,"LI, Le",director,Architect,07/05/2019,British,United Kingdom
11980226,LUNAR ARTEFACTS LIMITED,active,"TANG, Yuhong",director,Investor,19/06/2019,British,England
12777914,LUX DISPLAYS LTD,active,"JAMES, Stephen",director,Electronics Design,29/07/2020,British,United Kingdom
13128394,LX TRADE LTD,active,"YU, Jia Qi",director,Retired,12/01/2021,Chinese,China
10469990,LYS TECHNOLOGIES LTD,active,"STARRSJO-BLACH, Christina Catharina Friis",director,Ceo,09/11/2016,Danish,Denmark
10469990,LYS TECHNOLOGIES LTD,active,"STARRSJO-BLACH, Hugo",director,Company Director,02/09/2019,British,Denmark
10469990,LYS TECHNOLOGIES LTD,active,"TAFFIN DE TILQUES, Wibke",director,Business Advisor & Investor,01/09/2021,German,England
10469990,LYS TECHNOLOGIES LTD,active,"TARHAN, Cengiz Altan",director,Company Director,21/11/2019,British,England
8989278,LYTE LIMITED,active,"AUSTIN, Clint",director,Director,01/01/2018,British,England
8989278,LYTE LIMITED,active,"CHANCE, Christopher Haydn",director,Managing Director,10/04/2014,British,England
1468924,M W VIDEO SYSTEMS LIMITED,active,"PALMER, Wayne Mark",director,Managing Director,25/07/2012,British,England
1468924,M W VIDEO SYSTEMS LIMITED,active,"ROBERTS, Paul Michael",director,Director,01/12/2024,British,England
1342132,M-JAY ELECTRONICS LIMITED,active,"VARLEY, Jennifer Hilary",secretary,N/A,,British,N/A
1342132,M-JAY ELECTRONICS LIMITED,active,"VARLEY, Jennifer Hilary",director,Secretary,,British,England
1342132,M-JAY ELECTRONICS LIMITED,active,"VARLEY, John",director,Electronics Engineer,,British,England
9254151,M2M TECH LIMITED,active,"SMITH, Mark Adrian",director,Head Of Software,11/01/2022,British,England
9254151,M2M TECH LIMITED,active,"SUNDERLAND, Mathew Jack",director,Director,20/11/2014,British,England
9254151,M2M TECH LIMITED,active,"WOOD, Timothy James",director,Information Systems Engineer,08/10/2014,British,United Kingdom
9296193,MACULUME LIMITED,active,"DOUGAL, Gordon Rex Paterson, Dr",director,Medical Doctor,27/05/2024,British,England
13649676,MAD ABOUT NEON LTD,active,"BROWNE, Philip",secretary,N/A,29/09/2021,N/A,N/A
13649676,MAD ABOUT NEON LTD,active,"BROWNE, Philip",director,Businessman,29/09/2021,English,United Kingdom
13649676,MAD ABOUT NEON LTD,active,"WILSON, Martin",director,Engineer,30/03/2022,British,England
1226194,MAGENTA ELECTRONICS LIMITED,active,"BROOKS, Brian Edward",director,Engineer,03/05/1994,British,England
12587440,MAGRATHEA TECHNOLOGY LTD,active,"WALLACE, Stuart",director,Managing Director,05/05/2020,British,England
13462567,MAKESENSE TECHNOLOGY LIMITED,active,"DE WINTON, Henry",director,Mechanical Engineer,07/04/2022,British,England
13462567,MAKESENSE TECHNOLOGY LIMITED,active,"DOLAN, Camilla",director,Investor,19/06/2024,British,England
13462567,MAKESENSE TECHNOLOGY LIMITED,active,"QUINN, Robert Martin, Dr.",director,Engineering Consultant,17/06/2021,British,England
12464091,MAKEUP TECHNOLOGY LTD,active,"LONGO, Velia, Ms.",director,Director,14/02/2020,Italian,United Kingdom
12706594,MAKING WAVES FX LIMITED,active,"HAMMETT, Matthew Charles",director,Company Director,30/06/2020,British,England
12706594,MAKING WAVES FX LIMITED,active,"WILKINSON, James Philip",director,Company Director,30/06/2020,British,United Kingdom
3417476,MARTIAN ENGINEERING LIMITED,active,"HAWLEY, Mark",director,Audio Engineer,11/08/1997,British,England
10197192,MASSLESS EMEA LTD.,active,"COHEN, Jack Andrew, Dr",director,Company Director,06/04/2017,British,England
10197192,MASSLESS EMEA LTD.,active,"HOSLER, Heather Erica, Dr",director,Director,24/07/2018,English,England
11556126,MASTERCHARGE LTD,active,"JENKINS, Daniel John",director,Company Director,06/09/2018,British,England
9548952,MASTERSOUNDS AUDIO LIMITED,active,"BUCHANAN, Victoria",director,Director,12/03/2019,British,England
9548952,MASTERSOUNDS AUDIO LIMITED,active,"SHAW, Ryan Edward",director,Company Director,18/04/2015,English,England
14570128,MAT ZERO HEAT LIMITED,active,"BROMPTON, Jordan Marie",director,Chief Executive,21/09/2023,British,England
14570128,MAT ZERO HEAT LIMITED,active,"HANSEN, Graham Robert Saabye",director,Lawyer,21/09/2023,British,England
14570128,MAT ZERO HEAT LIMITED,active,"HOLLEMA, Sri",director,"Founder, Ceo",04/01/2023,Dutch,England
14570128,MAT ZERO HEAT LIMITED,active,"JAMES, Alan, Dr",director,Managing Partner,04/01/2023,British,United Kingdom
14570128,MAT ZERO HEAT LIMITED,active,"MCKAY, Andrew",director,Managing Director,04/01/2023,British,England
7298741,MATRIX SOUND LIMITED,active,"HOLLAND, Nicholas William",director,Director,29/06/2010,British,United Kingdom
11959701,MAVEN INTELLIGENT SOLUTIONS LTD,active,"POPOOLA, Olajumoke, Dr.",director,Manager,24/04/2019,British,England
11959701,MAVEN INTELLIGENT SOLUTIONS LTD,active,"POPOOLA, Olayiwola",director,Engineer,24/04/2019,Nigerian,England
SC714941,MAXLIGHT MANUFACTURING LTD,active,"ZHOU, Hao",secretary,N/A,12/11/2021,N/A,N/A
SC714941,MAXLIGHT MANUFACTURING LTD,active,"ZHOU, Hao",director,Director,12/11/2021,Chinese,United Kingdom
791435,MAXVIEW LIMITED,active,"CLARK, Sandra Ann",secretary,N/A,28/11/2006,British,N/A
791435,MAXVIEW LIMITED,active,"CLARK, Allan Reginald",director,Manager,,British,England
5579691,MCQN LIMITED,active,"MCEWEN, Jean Alice",secretary,N/A,11/10/2005,British,N/A
5579691,MCQN LIMITED,active,"MCEWEN, Adrian Leslie",director,Software Development,05/10/2005,British,United Kingdom
11403660,MEASURABLE LTD,active,"BACH, Karen",director,Chairman,07/06/2023,British,England
11403660,MEASURABLE LTD,active,"BUTTERWORTH, Lloyd Clark Anders",director,Investor,28/07/2021,British,England
11403660,MEASURABLE LTD,active,"CHOW, Shang Wei",director,Venture Capitalist,03/10/2024,Singaporean,Singapore
11403660,MEASURABLE LTD,active,"EADIE, Joshua Fraser",director,Company Director,15/06/2019,British,England
11403660,MEASURABLE LTD,active,"TUDOR, Jonathan Simon",director,Investment Manager,22/12/2022,British,England
11403660,MEASURABLE LTD,active,"WILLIAMS, Daniel Robert",director,Director,07/06/2018,British,England
12652086,MEDEN SYSTEMS LIMITED,active,"MBOGGA, Daisy Richard",director,Proprietor,08/06/2020,British,England
12548787,MEDI-RAY UV LTD,active,"ASO, Obinna",secretary,N/A,06/04/2020,N/A,N/A
12548787,MEDI-RAY UV LTD,active,"ASO, Obinna",director,Director,06/04/2020,Nigerian,United Kingdom
10474508,MEDIC-LEAD LIMITED,active,"PATLE, Rochin",director,Director,11/11/2016,British,England
10474508,MEDIC-LEAD LIMITED,active,"PATLE, Vidhi Rochin",director,Consultant,19/04/2020,British,England
14186671,MEDLAB SAFETY SUPPLIES LIMITED,active,"WARING, Neil Lewis",director,Director,21/06/2022,British,England
7850109,MELLOW ACOUSTICS LIMITED,active,"MELLOW, Timothy John",director,Audio And Acoustics,16/11/2011,British,England
10005655,MELOS AUDIO LTD,active,"RAY, David John Michael",director,Consultant,15/02/2016,British,England
SC760920,MERGIC LTD,active,"ANBARI, Hamid",director,Managing Director,02/03/2023,Iranian,Scotland
14505479,MERIAM DRII LTD,active,"DRII, Djamel",secretary,N/A,01/10/2024,N/A,N/A
14505479,MERIAM DRII LTD,active,"DRII, Meriam",director,Company Director,24/11/2022,French,England
2710631,MERIDIAN AUDIO LIMITED,active,"ROBSON, Neil",secretary,N/A,30/09/2014,N/A,N/A
2710631,MERIDIAN AUDIO LIMITED,active,"BUCHANAN, Donald John",director,Company Director,27/06/2014,British,England
2710631,MERIDIAN AUDIO LIMITED,active,"PARK, Sang Woo",director,Director,04/04/2018,South Korean,South Korea
2710631,MERIDIAN AUDIO LIMITED,active,"ROBSON, Neil",director,Finance Director,30/09/2014,British,England
12110162,METRIX ADVANCED TECHNOLOGIES LTD,active,"KETTLETY, Robert Bryn",director,Computer Programmer,18/07/2019,British,England
12442056,MEZZOFORTE LTD,active,"CASARETTI, Mattheus",director,Instrument Technician,04/02/2020,Italian,England
14401152,MICROCADE LTD,active,"DALY, Jack Aaron",director,Electrical Engineer,05/10/2022,British,England
14944751,MICROTENSOR LIMITED,active,"KOPPU, Ram Kumar",director,Company Director,19/06/2023,British,England
5306318,MICROTRONIX LTD,active,"EDWARDS, Clifford",director,Manager,08/12/2004,British,United Kingdom
6234577,MIDDLE-EARTH ENTERPRISES LIMITED,active,"GUINCHARD, Lee Marcel",director,Director,01/02/2022,American,United States
7321202,MIKESZ LTD,active,"SZYMANSKI, Pawel Michal",director,Company Director,21/07/2010,British,England
12915007,MILLIAMP LABORATORIES LIMITED,active,"GRANT, Richard",director,Electronics And Software Engineer,30/09/2020,British,England
7033206,MILLIAMP TECHNOLOGIES LIMITED,active,"GRANT, Richard",director,Electronics And Software Engineer,27/09/2010,British,England
7033206,MILLIAMP TECHNOLOGIES LIMITED,active,"MORTIMER, Nicola Jane",director,Operations Director,29/09/2016,British,England
15382672,MIMETO LTD,active,"AHLQUIST, Lewis Peter",director,Director,02/01/2024,British,England
3528399,MINDCODE TECHNOLOGY LIMITED,active,"HAMMOND, Andrew Don",secretary,It Consultant,12/12/2008,British,N/A
3528399,MINDCODE TECHNOLOGY LIMITED,active,"HAMMOND, Andrew Don",director,It Consultant,20/03/1998,British,England
6170552,MINDER LIMITED,active,"WOLF, Simon George Adrian",director,Director,16/03/2021,British,England
6170552,MINDER LIMITED,active,"WOLF-GOWING, Katherine Elizabeth",director,Director,29/12/2020,British,England
8017554,MINIYAP CONSULTANCY LIMITED,active,"UCHE, Chidiebere, Dr",director,Director,03/04/2012,British,United Kingdom
8017554,MINIYAP CONSULTANCY LIMITED,active,"UCHE, Grace",director,Director,03/04/2012,British,United Kingdom
12347739,MIQO INNOVATIONS LTD,active,"TREGOAT-DUNCAN, Josef Paul Claude",director,Salesman,04/12/2019,British,United Kingdom
14923068,MIRUS TECH LTD,active,"HAN, Weixian",secretary,N/A,08/06/2023,N/A,N/A
14923068,MIRUS TECH LTD,active,"HAN, Weixian",director,Director,08/06/2023,Chinese,China
14068499,MITCHELECTRONICS LTD,active,"MITCHELL, Robin Clive",director,Article Writing,26/04/2022,English,England
11438199,MITCHELL ACOUSTICS LIMITED,active,"MITCHELL, Paul",secretary,N/A,28/06/2018,N/A,N/A
11438199,MITCHELL ACOUSTICS LIMITED,active,"MITCHELL, Jonathan David",director,Company Director,06/08/2024,British,France
11438199,MITCHELL ACOUSTICS LIMITED,active,"MITCHELL, Paul",director,Sales Professional,28/06/2018,British,England
14230747,MKSREC ELECTRONICS LIMITED,active,"SZYMANSKI, Pawel Michal",director,Director,13/07/2022,British,England
3440496,MMAD LIMITED,active,"NICHOLSON, Nigel Anthony",director,Chartered Accountant,01/08/2023,British,England
SC673843,MODEREAT LTD,active,"MACCUISH, Christine Anne",director,Designer,10/09/2020,British,Scotland
2432815,MODERN TIMES LIMITED,active,"PRICE, Samantha Jane",secretary,N/A,,British,N/A
2432815,MODERN TIMES LIMITED,active,"SEARLES, Mark Aubrey",director,Product Design And Marketing,,British,England
8254601,MONITECH LIMITED,active,"BRAGG, Michael Henry",secretary,N/A,16/10/2012,N/A,N/A
8254601,MONITECH LIMITED,active,"BRAGG, Michael Henry",director,Chartered Certified Accountant,16/10/2012,British,England
10951198,MONSTER JOYSTICKS LTD,active,"THOMASSON LEE, Alexandra",secretary,N/A,07/09/2017,N/A,N/A
10951198,MONSTER JOYSTICKS LTD,active,"THOMASSON LEE, Ian Robert Leslie",director,Director,07/09/2017,British,England
10530084,MOONTRAK LIMITED,active,"BOLTON, David Martin",secretary,N/A,17/03/2017,N/A,N/A
10530084,MOONTRAK LIMITED,active,"BORG, Alma",director,Company Director,16/12/2016,British,United Kingdom
10530084,MOONTRAK LIMITED,active,"BORG, Richard Anthony",director,Company Director,16/12/2016,British,United Kingdom
11571071,MOOR AMPS LTD,active,"NARRAMORE, Ruth Louise",director,Company Director,17/09/2018,British,England
11571071,MOOR AMPS LTD,active,"NARRAMORE, Timothy",director,Retired,01/07/2020,British,England
2977879,MORGAN AUDIO SYSTEMS LIMITED,active,"HARPER, Patricia Helen",secretary,N/A,03/08/2005,British,N/A
2977879,MORGAN AUDIO SYSTEMS LIMITED,active,"HARPER, Patricia Helen",director,Company Director,10/10/2012,British,United Kingdom
2977879,MORGAN AUDIO SYSTEMS LIMITED,active,"HARPER, Peter",director,Director,18/10/1994,British,Wales
8703341,MOTION METRICS LIMITED,active,"ALVAREZ, Luke Lyon",director,"Company Director, Investor",23/05/2022,British,Gibraltar
8703341,MOTION METRICS LIMITED,active,"GRANT, James Bruce Alexander",director,Director,24/09/2013,British,United Kingdom
8703341,MOTION METRICS LIMITED,active,"JACOBS, Steven",director,Venture Capitalist,02/08/2023,American,United States
8703341,MOTION METRICS LIMITED,active,"MOSALI, Pruthvikar Reddy",director,Company Director,18/09/2014,British,England
8703341,MOTION METRICS LIMITED,active,"PLANTE, Gilles",director,Venture Capital,07/03/2025,Australian,Australia
9104843,MOTORSPORT ELECTRONICS LIMITED,active,"STEFAN, Alexandru",director,Director,11/11/2014,Romanian,Romania
9104843,MOTORSPORT ELECTRONICS LIMITED,active,"THORNE, Matthew Lewis",director,Director,26/06/2014,British,England
3144323,MPO (UK) LIMITED,active,"BURAY, Pierre",director,Director,01/12/2023,French,France
8429436,MRRAILS.COM LIMITED,active,"WALKDEN, Colin John",director,Electronics Engineer,05/03/2013,British,United Kingdom
6217995,MT POWER ELECTRONICS LIMITED,active,"SALAKHOV, Ekhram",director,Director,18/04/2007,British,England
2911245,MULTIMEDIA DEVELOPMENTS LTD.,active,"ROSS, Diana",secretary,N/A,22/03/1994,British,N/A
2911245,MULTIMEDIA DEVELOPMENTS LTD.,active,"ROSS, Andrew Howard",director,Electronics,22/03/1994,British,England
14703576,MUSIC AI TECH LTD,active,"GRYGORUK, Artur",director,Company Director,03/03/2023,Polish,Poland
4829878,MUSIC FIRST AUDIO LIMITED,active,MANNINGTONS LTD,corporate-secretary,N/A,06/04/2005,N/A,N/A
4829878,MUSIC FIRST AUDIO LIMITED,active,"BILLINGTON, Jonathon Guy",director,Audio Engineer,11/07/2003,British,Gbr
13788657,MY A I B LTD,active,"BARLOW, Kevin Patrick",director,Director,08/12/2021,British,United Kingdom
11878518,MYSTIC AI LIMITED,active,"HETHERINGTON, Paul Chalan John",director,Chief Executive,13/03/2019,British,England
14577539,MZEE TECHZ LIMITED,active,"USMAN, Zubair",director,Company Director,08/01/2023,British,England
1116428,NAIM AUDIO LIMITED,active,"MAGNAUD, Cedric",director,Site Director,28/07/2022,French,United Kingdom
1116428,NAIM AUDIO LIMITED,active,"MICHAUD, Matthieu",director,Group Cfo,28/07/2022,French,France
