Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
2291054,COD BECK BLENDERS LIMITED,active,"BOARDALL, Marcus Keith",director,Chartered Accountant,31/03/2004,British,England
2291054,COD BECK BLENDERS LIMITED,active,"MEYER, Steven James",director,Company Director,16/02/2017,British,United Kingdom
14557197,COGNITIVE BIOSCIENCE UK LIMITED,active,"JANSEN, Sunil",director,Company Director,07/04/2023,British,England
14557197,COGNITIVE BIOSCIENCE UK LIMITED,active,"MILLER, Lori Ann",director,Company Director,23/12/2022,British,England
12471794,COHEN GLOBAL LIMITED,active,"COHEN, Daniel",director,Money Manager,19/02/2020,American,United States
1162890,COMBE INTERNATIONAL LIMITED,active,"MCCULLOCH, Adrian, Secretary",secretary,N/A,29/03/2012,N/A,N/A
1162890,COMBE INTERNATIONAL LIMITED,active,"CHAMPELOVIER, Pierre",director,"General Manager: Europe, Middle East & Africa",01/02/2025,French,Spain
1162890,COMBE INTERNATIONAL LIMITED,active,"COMBE-SHETTY, Keech",director,Executive Chair,19/08/2015,American,United States
1162890,COMBE INTERNATIONAL LIMITED,active,"SHETTY, Akshay Anand",director,Ceo,02/01/2013,American,United States
6248711,COMFORT VENTURES LIMITED,active,"IDOWU, Patience Olufunke",secretary,N/A,16/05/2007,British,N/A
6248711,COMFORT VENTURES LIMITED,active,"IDOWU, Emmanuel Olukayode",director,Pharmacuticals,16/05/2007,British,England
6248711,COMFORT VENTURES LIMITED,active,"OGUNSANLU, Ayo",director,Qualified Person,07/09/2020,British,England
2705402,COMMERCIAL AND ACADEMIC SERVICES LIMITED,active,"MOSS, Stephen Humphrey, Dr",secretary,University Senior Lecturer,09/04/1992,British,N/A
2705402,COMMERCIAL AND ACADEMIC SERVICES LIMITED,active,"AHMED, Abdelrahman Hamid, Dr",director,Company Director,09/04/1992,British,United Kingdom
2705402,COMMERCIAL AND ACADEMIC SERVICES LIMITED,active,"BOYD, Susannah Mary",director,Software Developer,16/07/2018,British,England
2705402,COMMERCIAL AND ACADEMIC SERVICES LIMITED,active,"MOSS, Stephen Humphrey, Dr",director,Pharmacist,09/04/1992,British,United Kingdom
12930143,CONSERV BIOSCIENCE LIMITED,active,"DUNCAN, Kimbell Rush",director,Director,05/10/2020,British,Switzerland
12930143,CONSERV BIOSCIENCE LIMITED,active,"HUSTON, Richard John",director,Investor,05/10/2020,British,England
2376579,CORPUS NOSTRUM LIMITED,administration,"BRAZIER, David Thomas",secretary,N/A,28/09/1998,British,N/A
2376579,CORPUS NOSTRUM LIMITED,administration,"BRAZIER, David Thomas",director,Business Manager,01/08/2001,British,England
2376579,CORPUS NOSTRUM LIMITED,administration,"PAZIK, Karol",director,Managing Director,11/01/1998,British,England
11667150,COVESTUS LIMITED,active,"HIGHAM, Quentin",director,Director,06/06/2025,British,England
11667150,COVESTUS LIMITED,active,"OLIVER, Jonathan Peter",director,Investment Director,25/11/2024,British,England
11667150,COVESTUS LIMITED,active,"THOMAS, Daniel Llewellyn",director,Director,17/11/2022,British,United Kingdom
11667150,COVESTUS LIMITED,active,"WRIGHT, Timothy James",director,Director,12/12/2024,British,England
4942848,CRAINTERN (UK) LIMITED,active,"CATLING, Ann Marie",secretary,It Manager,24/10/2003,British,N/A
4942848,CRAINTERN (UK) LIMITED,active,"CATLING, Ann Marie",director,It Manager,24/10/2003,British,United Kingdom
4942848,CRAINTERN (UK) LIMITED,active,"CATLING, Neal Anthony",director,Engineering,24/10/2003,British,United Kingdom
4942848,CRAINTERN (UK) LIMITED,active,"CATLING, Paul James",director,Operations Manager,24/10/2003,British,United Kingdom
4942848,CRAINTERN (UK) LIMITED,active,"CATLING, Terence Roy",director,Engineering,24/10/2003,British,United Kingdom
4750933,CRESCENT PHARMA LIMITED,active,"AL-DOORI, Mohammed Khalid",director,Engineer,01/05/2003,British,England
4750933,CRESCENT PHARMA LIMITED,active,"ALDOORI, Laith Khalid",director,Director,07/06/2023,British,England
4750933,CRESCENT PHARMA LIMITED,active,"ALDOORI, Samie Mohammed",director,Director,07/06/2023,British,England
10048348,CRISM THERAPEUTICS LTD,active,"MCCONVILLE, Christopher",director,Executive Director And Chief Scientific Officer,18/11/2019,Irish,United Kingdom
10048348,CRISM THERAPEUTICS LTD,active,"WEBB, Andrew James",director,Company Director,01/09/2020,British,United Kingdom
14322683,CROWN PHARMA UK LIMITED,active,"ABDELFATAH, Khaled",secretary,N/A,30/08/2022,N/A,N/A
14322683,CROWN PHARMA UK LIMITED,active,"ABDELFATAH, Khaled",director,Ceo,30/08/2022,Egyptian,Saudi Arabia
5045523,CURIA GLOBAL HOLDINGS LIMITED,active,"BAILLIE, Ranald, Mr.",director,"Vp, Drug Product Development And General Manager",31/07/2025,British,Scotland
5045523,CURIA GLOBAL HOLDINGS LIMITED,active,"COPPOLA, Mariesa",director,General Counsel,30/09/2024,American,United States
5045523,CURIA GLOBAL HOLDINGS LIMITED,active,"RANDALL, Thomas",director,"Vp, Corporate Controller",30/09/2024,American,United States
13241873,CY BIOPHARMA LTD,active,"MORRISON, James William",director,Entrepreneur,03/03/2021,British,Uruguay
15592502,D-GRACE LIMITED,active,"NYAME, Enoch Amoah",director,Director,25/03/2024,Ghanaian,England
704433,D.D.S.A.PHARMACEUTICALS LIMITED,active,"SOLOMON, Charmian, Mrs.",secretary,N/A,,British,N/A
704433,D.D.S.A.PHARMACEUTICALS LIMITED,active,"SOLOMON, Charmian, Mrs.",director,Secretary,,British,United Kingdom
704433,D.D.S.A.PHARMACEUTICALS LIMITED,active,"SOLOMON, David Louis Charles",director,Company Director,19/07/2000,British,United Kingdom
1594795,DERMAL LABORATORIES LIMITED,active,"YARROW, Michael Jonathan",director,Co Director,,British,England
1594795,DERMAL LABORATORIES LIMITED,active,"YARROW, Nicola Irene",director,Company Director,20/09/2023,British,United Kingdom
7615943,DESIGNERX EUROPE LIMITED,active,"HSU, Jaan-Pyng Hsu Steve",director,Chairman And Ceo Of Polaris Group,08/04/2025,Taiwanese,Taiwan
8233370,DIEP TRAN CONSULTANCY LTD,active,"TRAN, Diep Duc",director,Director,28/09/2012,Dutch,United Kingdom
15085932,DR G LONDON CM LTD,active,"STEIN, Phillip Charles",director,Accountant,21/08/2023,British,United Kingdom
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"BAHETI, Anup Kumar",secretary,N/A,17/05/2022,N/A,N/A
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"AGHANIAN, Patrick",director,Head Of Europe,04/03/2020,Iranian,Switzerland
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"KUMAR, Manoj",director,Employment,30/04/2025,Indian,Switzerland
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"MANNAM, Venkata Narsimham",director,Vice President - Finance,03/05/2010,Indian,India
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"OBERTE, Kristine",director,Country Head Uk,30/04/2024,Latvian,England
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"REDDY, Kallam Satish",director,Industrialist,14/03/2005,Indian,India
1729064,DR REDDY'S LABORATORIES (UK) LIMITED,active,"YASSAR, Mohammed",director,Country Head - Uk,06/05/2021,Indian,England
13167026,DR. BIB LABORATORIES LTD,active,"SHARMA, Shova, Dr.",director,Surgeon,29/01/2021,British,England
13167026,DR. BIB LABORATORIES LTD,active,"VHADRA, Bibhuti, Dr.",director,Surgeon,29/01/2021,British,England
13467435,DRAKE PHARMACEUTICALS LIMITED,active,"BERKHOUT, Jozef Nicolaas Maria",director,Manager,26/02/2024,Dutch,United Kingdom
11885452,DUAL SKINCARE LTD,active,"PARLADORIO, Bethany",director,Company Director,15/03/2019,British,United Kingdom
11592190,E.P.G PHARMA LTD,active,"ELMASRY, Sherif Mohamed Aboelnaga Mohamed, Dr",director,Director,27/09/2018,Egyptian,England
6408803,EASTSTONE LIMITED,active,"MILLER, Ben",secretary,N/A,31/01/2023,N/A,N/A
6408803,EASTSTONE LIMITED,active,"MILLER, Ben",director,General Manager,31/01/2023,British,England
6408803,EASTSTONE LIMITED,active,WALKBOOST LIMITED,corporate-director,N/A,07/01/2019,N/A,N/A
11801370,ECLIPSE PHARMA LTD,active,"MAHMOOD, Arif",director,Commercial Director,27/07/2022,British,United Kingdom
11801370,ECLIPSE PHARMA LTD,active,"MAHMOOD, Mohammed Umar",director,Pharmacist,01/02/2019,British,England
5248154,ECOHYDRA TECHNOLOGIES LIMITED,active,"WARNEFORD, Brian Richard",secretary,Accountant,01/10/2004,British,N/A
5248154,ECOHYDRA TECHNOLOGIES LIMITED,active,"MAY, Nicholas Matthew Amadeus",director,It Consultant,01/10/2004,British,United Kingdom
5248154,ECOHYDRA TECHNOLOGIES LIMITED,active,"MELVIN, Clifton Adrian",director,Actuary,01/10/2004,British,England
5248154,ECOHYDRA TECHNOLOGIES LIMITED,active,"WHAIT, Charles",director,Commercial Director,21/06/2007,British,United Kingdom
7914947,ECTOMEDICA LIMITED,active,"BRUNTON, Elizabeth Rachel",director,Medical Entomologist,18/01/2012,British,United Kingdom
6415697,EDWARD DANIEL LIMITED,active,"DESCH, Rory Anthony",secretary,N/A,01/11/2007,Irish,N/A
6415697,EDWARD DANIEL LIMITED,active,"DANIEL, Edward, Mr.",director,Director,01/11/2007,British,United Kingdom
11323316,EKOM PHARMA LTD,active,"BAGOL, Sabeena Kaur",secretary,N/A,23/04/2018,N/A,N/A
11323316,EKOM PHARMA LTD,active,"BAGOL, Sabeena Kaur",director,Entrepreneur,23/04/2018,British,England
11378434,ELANCO UK AH LIMITED,active,"DAVIS, Nicholas",director,Operations Director,01/04/2025,British,United Kingdom
11378434,ELANCO UK AH LIMITED,active,"FROST, Matthew Jonathan",director,General Manager,01/07/2021,British,United Kingdom
11378434,ELANCO UK AH LIMITED,active,"HUNT, Kristina Mary",director,Company Director,07/12/2018,British,England
11378434,ELANCO UK AH LIMITED,active,"LEWIS, Christopher",director,Finance Manager,20/06/2018,British,England
13080052,ELATAMIN LTD,active,"MOKHTARI, Elaheh",director,Pharmacist,14/12/2020,British,England
11535383,ELD LANE MANAGEMENT LTD,active,"CARBINER, Fabio",secretary,N/A,01/08/2019,N/A,N/A
11535383,ELD LANE MANAGEMENT LTD,active,"CARBINER, Ramin",director,Dentist,24/08/2018,Swedish,England
9263308,EMERGENCYPHARM LTD.,active,"UR-REHMAN, Muneeb",director,Pharmacist,14/10/2014,British,England
12954366,EMILY ARIZONA LTD,active,"KENNEDY, Emily Louise",secretary,N/A,15/10/2020,N/A,N/A
12954366,EMILY ARIZONA LTD,active,"KENNEDY, Emily Louise",director,Content Writer,15/10/2020,British,United Kingdom
14534241,ENCROWNED LTD,active,"AKINSANYA, Folasade Morayo",director,Pharmacist,11/12/2022,British,England
13527360,EOO CONSULTING LTD,active,"OBANOR, Egiehiokhin",director,Director,23/07/2021,British,England
13814857,EP MEDICAL GROUP LTD,active,"CINKIR, Huseyin",director,Director,22/12/2021,British,United Kingdom
13814857,EP MEDICAL GROUP LTD,active,"CINKIR, Zubeyir",director,Director,18/08/2025,British,United Kingdom
7449900,ESSENTIAL PHARMACEUTICALS LIMITED,active,"JOHNSON, Emma Jane",director,Ceo,01/07/2023,British,England
7449900,ESSENTIAL PHARMACEUTICALS LIMITED,active,"RAMSDEN, Simon, Mr.",director,Cfo,29/09/2025,British,England
7449900,ESSENTIAL PHARMACEUTICALS LIMITED,active,"WEBB, Andrew Michael",director,Solicitor,01/05/2022,British,England
3393686,ESTEVE PHARMACEUTICALS LTD,active,"HALL, Scott Douglas",director,Managing Director,17/02/2025,British,United Kingdom
3393686,ESTEVE PHARMACEUTICALS LTD,active,"TOLSTRUP, Jacob",director,Director,15/01/2025,Danish,Spain
2862679,ETHNO BOTANICAL RESOURCES LIMITED,active,"DICKENS, John Francis",secretary,Company Secretary,15/10/1993,British,N/A
2862679,ETHNO BOTANICAL RESOURCES LIMITED,active,"BOURAS, Elias",director,Inventor/Researcher,15/10/1993,British,England
2862679,ETHNO BOTANICAL RESOURCES LIMITED,active,"DICKENS, John Francis",director,Company Secretary,23/03/1995,British,England
9540075,EURO DIAGNOSTICS LIMITED,active,"MIRZA, Saiqa",director,Director And Company Secretary,24/07/2023,Pakistani,Germany
10055658,EVC COMPOUNDING LTD,active,"CAIN, Damien",director,Director,10/03/2016,Australian,United Kingdom
10055658,EVC COMPOUNDING LTD,active,"COPPACK, Richard",director,Director,10/03/2016,British,England
10055658,EVC COMPOUNDING LTD,active,"LACEY, Angela Marie",director,Director,10/03/2016,British,England
10055658,EVC COMPOUNDING LTD,active,"WALKER, Ann",director,Director,10/03/2016,British,United Kingdom
9589459,EZOOGLE UK LIMITED,active,"MARTIN, Stephen Dominic",secretary,N/A,13/05/2015,N/A,N/A
9589459,EZOOGLE UK LIMITED,active,"MARTIN, Christine Ann",director,Company Director,13/05/2015,British,England
9589459,EZOOGLE UK LIMITED,active,"MARTIN, Stephen Dominic",director,Company Director,13/05/2015,British,England
12758147,FENSTER CONSULTANTS LTD,active,"FENSTER, Michael Steven, Dr",director,Consultant,21/07/2020,British,England
2808198,FENTON PHARMACEUTICALS LTD,active,"CLARKSON, Helen Patricia, Ms.",director,Director,26/06/2024,British,United Kingdom
2808198,FENTON PHARMACEUTICALS LTD,active,"HILL, Graham Alexander Fenton",director,Director,08/07/1993,British,England
3308303,FERMENTA BIOTECH (UK) LIMITED,active,"SHARMA, Srikant",secretary,N/A,05/09/2011,N/A,N/A
3308303,FERMENTA BIOTECH (UK) LIMITED,active,"SHARMA, Srikant",director,Director,05/09/2011,Indian,India
3308303,FERMENTA BIOTECH (UK) LIMITED,active,"VARMA, Satish",director,Company Director,04/10/2004,Indian,India
4720051,FERNDALE PHARMACEUTICALS LIMITED,active,"WOOD, Roisin",secretary,N/A,15/07/2003,British,N/A
4720051,FERNDALE PHARMACEUTICALS LIMITED,active,"BLOXHAM, Roger Mark",director,Managing Director,15/07/2003,British,England
4720051,FERNDALE PHARMACEUTICALS LIMITED,active,"DAVIES, Sem Lloyd",director,International Director,25/05/2011,British,United Kingdom
4720051,FERNDALE PHARMACEUTICALS LIMITED,active,"MCMILLAN II, James Thayer",director,Chairman & Director,09/09/2003,American,United States
4720051,FERNDALE PHARMACEUTICALS LIMITED,active,"STEIN, Christopher",director,President & Chief Operating Officer,03/03/2019,American,United States
6256096,FERNHURST PHARMACY LIMITED,active,"LAU, Sui Nin",director,Pharmacist,20/09/2013,British,England
2729256,FERNSOFT LIMITED,active,"CAMPBELL, Sean-Robbie",secretary,Director,15/06/1998,British,N/A
2729256,FERNSOFT LIMITED,active,"CAMPBELL, Sean-Robbie",director,Director,25/07/1995,British,England
8318878,FERVEN LIMITED,active,"SCHILLER, Dominic Christopher",director,Company Director,05/12/2012,British,United Kingdom
8318878,FERVEN LIMITED,active,"STOTT, Colin George",director,Director,11/11/2021,British,England
SC737809,FITABEO THERAPEUTICS LIMITED,active,"CHITYALA NARAYANA, Mallikarjun",director,Director,08/07/2022,Indian,United Kingdom
SC737809,FITABEO THERAPEUTICS LIMITED,active,"MULLEN, Alexander Balfour",director,Pharmacist,21/09/2022,British,United Kingdom
9631431,FLAVOUR-TECH UK LIMITED,active,"STEPHENSON, Philip Glenn",director,Director,10/06/2015,English,England
4522142,FOCUS PHARMACEUTICALS LIMITED,active,TMF CORPORATE ADMINISTRATION SERVICES LIMITED,corporate-secretary,N/A,16/03/2022,N/A,N/A
4522142,FOCUS PHARMACEUTICALS LIMITED,active,"IDRIS, Amaar Fainan, Mr.",director,"Director, Global Tax",06/02/2025,British,England
4522142,FOCUS PHARMACEUTICALS LIMITED,active,"STICKLER, Andreas",director,Chief Financial Officer,21/01/2022,German,Germany
11926069,FOLKLORE HERBALIST LTD,active,"CRISP, Kay",director,Director,30/06/2021,British,England
11926069,FOLKLORE HERBALIST LTD,active,"CRISP, Stuart",director,Herbalist,04/04/2019,British,United Kingdom
4015643,FONTRIDGE PHARMACEUTICAL RESEARCH AND DEVELOPMENT LIMITED,active,"KRUISINGA, Hugo Pieter Johannes",secretary,N/A,15/06/2000,Dutch,N/A
4015643,FONTRIDGE PHARMACEUTICAL RESEARCH AND DEVELOPMENT LIMITED,active,"KRUISINGA, Hendrik Jurjen Gerardus",director,Social Geographer,15/06/2000,Dutch,United Kingdom
4015643,FONTRIDGE PHARMACEUTICAL RESEARCH AND DEVELOPMENT LIMITED,active,"KRUISINGA, Hugo Pieter Johannes",director,Economist,15/06/2000,Dutch,England
15241622,FORM PHARMACEUTICALS LIMITED,active,"DIGNUM, Mark John, Mr.",director,Director,27/10/2023,British,England
15241622,FORM PHARMACEUTICALS LIMITED,active,"GUPTA, Oliver",director,Director,27/10/2023,British,United Kingdom
3430250,FOUR PHARMACEUTICALS LIMITED,active,"RAINE, Jane Elizabeth",secretary,N/A,31/10/1997,British,N/A
3430250,FOUR PHARMACEUTICALS LIMITED,active,"RAINE, Jane Elizabeth",director,Pharmacist,05/09/1997,British,England
3430250,FOUR PHARMACEUTICALS LIMITED,active,"RAINE, Philip",director,Pharmacist,14/10/1997,British,England
2182135,FRESENIUS KABI LIMITED,active,"TIITINEN, Mikko Henrik",director,Managing Director,24/05/2022,Finnish,England
2182135,FRESENIUS KABI LIMITED,active,"UNSWORTH, Grania Lisa",director,Finance Director,04/08/2025,British,England
5803359,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,active,"LEADLEY, Victoria Ann",secretary,N/A,01/07/2025,N/A,N/A
5803359,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,active,"AKIYAMA, Masataka",director,Managing Director,01/07/2025,Japanese,Germany
5803359,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,active,"HAIGH, Jonathan Michael",director,Chief Operating Officer,14/07/2023,British,England
5803359,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,active,"IIDA, Toshihisa",director,Director,01/09/2020,Japanese,Germany
5803359,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,active,"PETERSEN, Lars",director,President And Chief Executive Officer,14/07/2023,Danish,Denmark
8910692,FULHOLD PHARMA LIMITED,active,"MCGEE, Christine Roberta",secretary,N/A,23/03/2017,N/A,N/A
8910692,FULHOLD PHARMA LIMITED,active,"DE REGIBUS, Teodoro",director,Company Director,01/03/2022,Irish,Mauritius
8910692,FULHOLD PHARMA LIMITED,active,"SQUIRE, David Nicholas",director,Company Director,30/07/2014,British,United Kingdom
8910692,FULHOLD PHARMA LIMITED,active,"STRICKLAND, Kenneth William",director,Consultant,01/03/2022,Australian,Australia
8910692,FULHOLD PHARMA LIMITED,active,"VICKERS, Allan",director,Engineer,01/03/2022,South African,South Africa
8910692,FULHOLD PHARMA LIMITED,active,"WEDERMAN, Hans Jurgen Peter",director,Company Director,30/07/2014,South African,South Africa
11155161,GALENIC LABORATORIES LIMITED,active,"MARTINEZ-CALLEJAS, Miriam",director,Superintendent Pharmacist,17/01/2018,Spanish,United Kingdom
11155161,GALENIC LABORATORIES LIMITED,active,"PHILP, Elizabeth",director,Ceo,17/01/2018,United Kingdom,United Kingdom
10971673,GALVANY DEVELOPMENTS LTD,active,"HOPTON, Tracey Evelyn",secretary,N/A,19/09/2017,N/A,N/A
10971673,GALVANY DEVELOPMENTS LTD,active,"HARRIS, Steven Charles Andrew",director,Director,19/09/2017,British,England
10971673,GALVANY DEVELOPMENTS LTD,active,"MITCHELL, Cameron Robert",director,Director,19/09/2017,British,United Kingdom
10971673,GALVANY DEVELOPMENTS LTD,active,"SMITH, Graham",director,Director,19/09/2017,British,United Kingdom
13977261,GALVANY PHARMA LIMITED,active,"HOPTON, Tracey Evelyn",secretary,N/A,15/03/2022,N/A,N/A
13977261,GALVANY PHARMA LIMITED,active,"HARRIS, Steven Charles Andrew",director,Chairman,15/03/2022,British,England
13977261,GALVANY PHARMA LIMITED,active,"MITCHELL, Cameron Robert",director,Chief Executive Officer,15/03/2022,British,United Kingdom
13977261,GALVANY PHARMA LIMITED,active,"SMITH, Graham Robert",director,Operations Director,15/03/2022,British,England
11082753,GDP COMPLIANCE LTD,active,"DERDE, Bart Gerard",director,Director,09/08/2024,British,England
11082753,GDP COMPLIANCE LTD,active,"GEORGE, Giby",director,Managing Director,27/11/2017,Indian,United Kingdom
11725123,GENETIS LIMITED,active,MICHELMORES SECRETARIES LIMITED,corporate-secretary,N/A,13/12/2018,N/A,N/A
11725123,GENETIS LIMITED,active,"CHALOPIN, Jean Jacques Pierre",director,Bank Executive,13/12/2018,French,Bahamas
11725123,GENETIS LIMITED,active,"PEPIN, Gregory",director,Executive Manager,13/12/2018,French,Bahamas
11725123,GENETIS LIMITED,active,"TIAN, Ye",director,Director General,09/01/2020,Kittitian,China
1986459,GENUS PHARMACEUTICALS LIMITED,active,"COLLETT, James David",director,Director,01/09/2023,British,England
1986459,GENUS PHARMACEUTICALS LIMITED,active,"SYDOW, Volker",director,Evp Global Chc,17/06/2025,German,England
15249458,GLAMOURVISTA LTD,active,"OZDOBA, Maciej",secretary,N/A,31/10/2023,N/A,N/A
15249458,GLAMOURVISTA LTD,active,"OZDOBA, Maciej",director,Director,31/10/2023,Polish,United Kingdom
711851,GLAXO OPERATIONS UK LIMITED,active,"WHYTE, Victoria Anne",secretary,N/A,18/12/1998,British,N/A
711851,GLAXO OPERATIONS UK LIMITED,active,EDINBURGH PHARMACEUTICAL INDUSTRIES LIMITED,corporate-secretary,N/A,31/08/2006,N/A,N/A
711851,GLAXO OPERATIONS UK LIMITED,active,"OLIINYK, Dmytro",director,Director,19/02/2022,Ukrainian,England
711851,GLAXO OPERATIONS UK LIMITED,active,"SPEAR, Paul Andrew",director,Finance Director,25/08/2020,British,England
711851,GLAXO OPERATIONS UK LIMITED,active,EDINBURGH PHARMACEUTICAL INDUSTRIES LIMITED,corporate-director,N/A,08/07/2024,N/A,N/A
9964644,GLOCARE LABS UK LIMITED,active,"VENKATESH, Raj",director,Director,28/02/2024,Indian,United Kingdom
11555156,GMP MANUFACTURING LTD,active,"DERDE, Bart Gerard",director,Director,09/08/2024,British,England
11555156,GMP MANUFACTURING LTD,active,"GEORGE, Giby",director,Managing Director,06/09/2018,Indian,United Kingdom
11387393,GREEN-VALIDATION-SERVICES- LTD,active,"GREEN, Glenn",director,Validation Engineering Consultant,30/05/2018,British,United Kingdom
11387393,GREEN-VALIDATION-SERVICES- LTD,active,"GREEN, Rachel",director,Director,30/05/2018,British,England
13734875,GROUP M HOLDING LTD,active,"BOULGOUTE, Rahhal",director,Director,10/11/2021,Moroccan,Morocco
13734875,GROUP M HOLDING LTD,active,"ELHASSANI, Ihsane Elidrissi",director,Company Director,04/04/2022,Belgian,England
6134802,HARTINGTON PHARMA LIMITED,active,"MTCHEDLIDZE, Dimitri, Dr",secretary,N/A,02/03/2007,British,N/A
6134802,HARTINGTON PHARMA LIMITED,active,"LEVDANSKI, Alexander",director,Ceo,02/03/2007,Spanish,Spain
6134802,HARTINGTON PHARMA LIMITED,active,"MTCHEDLIDZE, Archil",director,Managing Director,08/03/2007,Georgian,Spain
6962730,HAV VACCINES LIMITED,active,"PAYNTER, Michael Thomas Gwynfor",director,Solicitor,15/07/2009,British,Guernsey
6962730,HAV VACCINES LIMITED,active,"STALLIBRASS, Michael James Dahl",director,Retired,24/04/2014,British,England
15196667,HEALING FIRE HOSPITAL LTD,active,"ANGEL, Margaret Martha",secretary,N/A,09/10/2023,N/A,N/A
15196667,HEALING FIRE HOSPITAL LTD,active,"KNIGHT, Stephen Anthony, Lord",secretary,N/A,09/10/2023,N/A,N/A
15196667,HEALING FIRE HOSPITAL LTD,active,"KNIGHT, Sunday Angel",secretary,N/A,09/10/2023,N/A,N/A
15196667,HEALING FIRE HOSPITAL LTD,active,"ANGEL, Margaret Martha",director,"Business Owner,Woman Of Money,Woman",09/10/2023,British,United Kingdom
15196667,HEALING FIRE HOSPITAL LTD,active,"ANGEL, Victor Samuel, Lord",director,Man Of God,09/10/2023,British,United Kingdom
15196667,HEALING FIRE HOSPITAL LTD,active,"KNIGHT, Stephen Anthony, Lord",director,Man Of God,09/10/2023,British,United Kingdom
15196667,HEALING FIRE HOSPITAL LTD,active,"KNIGHT, Sunday Angel",director,"Business Owner,Woman Of Money,Woman",09/10/2023,British,United Kingdom
2666042,HEALTH PLUS LIMITED,active,"BANDY, Simon Lee Mark",secretary,N/A,07/10/2019,N/A,N/A
2666042,HEALTH PLUS LIMITED,active,"BANDY, Janet Frances",director,Sales Assistant,06/04/1994,British,United Kingdom
2666042,HEALTH PLUS LIMITED,active,"BANDY, Simon Lee Mark",director,Company Director,07/10/2019,British,England
SC457672,HEALTHY HEMP PRODUCTS LTD,active,"NOTTAY, Jaskarn Singh",director,"Graphic Design, Printing & Advertising",27/08/2013,British,Scotland
10459716,HENLEY THERAPEUTICS CONSULTING LIMITED,active,"LUSCOMBE, Graham Paul, Dr",director,Director,02/11/2016,British,United Kingdom
15014627,HEPATICAN LIMITED,active,"GORE, Stephen Roy",director,Director,19/07/2023,British,England
15014627,HEPATICAN LIMITED,active,"KAPPLER, Michael Roy",director,Director,19/07/2023,British,England
15014627,HEPATICAN LIMITED,active,"SELDEN, Angela Clare, Professor",director,Chief Executive,19/07/2023,British,England
7525101,HERBAL BIOTECH LIMITED,active,"PARKINSON, Timothy Andrew",secretary,N/A,10/02/2011,N/A,N/A
7525101,HERBAL BIOTECH LIMITED,active,"WILKINSON, Peter Robert",director,Director,10/02/2011,British,United Kingdom
14965937,HERBION UK LTD,active,"KHALID, Khurram, Mr.",secretary,N/A,27/06/2023,N/A,N/A
14965937,HERBION UK LTD,active,"KHALID, Khurram, Mr.",director,Businessman,27/06/2023,Canadian,Canada
3098672,HEWLETT HEALTHCARE LIMITED,active,"BELL, Margaret",secretary,Secretary,20/08/2001,British,N/A
3098672,HEWLETT HEALTHCARE LIMITED,active,"BELL, Margaret",director,Secretary,20/08/2001,British,Isle Of Man
3098672,HEWLETT HEALTHCARE LIMITED,active,"WIGMORE, Alexander James",director,Advertising Executive,06/09/1995,British,Isle Of Man
7319475,HIPRA UK AND IRELAND LIMITED,active,"CABALLERO TOMAS, David",director,Company Director,25/02/2025,Spanish,Spain
7319475,HIPRA UK AND IRELAND LIMITED,active,"NOGAREDA ESTIVILL, Maria Del Mar",director,Economist,20/07/2010,Spanish,Spain
7319475,HIPRA UK AND IRELAND LIMITED,active,"SAEY, Peter Cyriel",director,Company Director,25/02/2025,Belgian,Spain
11446188,HONEY THERAPEUTICS LTD,active,"AHMAD, Sulaiman Mubashir",director,Entrepreneur,03/07/2018,Swiss,Switzerland
14164679,HORIZON LINK LIMITED,active,"DARWICH AJJOUR, Mohamad",director,Administrator,01/08/2023,Spanish,England
1923357,HOSPIRA UK LIMITED,active,"HIGHTON, David Ian",director,Director,08/02/2021,British,England
1923357,HOSPIRA UK LIMITED,active,"PEARSON, Edwin James",director,Solicitor,09/01/2017,British,United Kingdom
11931897,HUTCHINSON TAY LIMITED,active,"RAYNOR, Simon",secretary,N/A,08/04/2019,N/A,N/A
11931897,HUTCHINSON TAY LIMITED,active,"FRASER-PYE, Graham",director,Company Director,08/04/2019,British,England
11931897,HUTCHINSON TAY LIMITED,active,"PRIESTLEY, Graham",director,Consultant,08/04/2019,British,England
11931897,HUTCHINSON TAY LIMITED,active,"RAYNOR, Simon",director,Company Director,08/04/2019,British,England
9763550,HYGITECH LIMITED,active,"STEMMER, Michael",director,Ceo,04/09/2015,French,France
1898060,HYPERDRUG PHARMACEUTICALS LTD,active,"WATSON, Christine Jennifer",secretary,N/A,,British,N/A
1898060,HYPERDRUG PHARMACEUTICALS LTD,active,"WATSON, Benjamin Nicholas",director,Co Director,23/11/2006,British,England
